case_name,swarm_size,w,c1,c2,max_iterations,seed,best_weighted,makespan,total_cost,runtime
single_small,80,0.8,1.2,1.2,80,1218,269.94862498712536,269.94862498712536,0.0,25.61466693878174
single_small,80,0.8,1.2,1.2,150,1219,269.28203193853113,269.28203193853113,0.0,35.06111526489258
single_small,80,0.8,1.2,1.2,150,1220,262.34481302042826,262.34481302042826,0.0,35.8444881439209
single_small,80,0.8,1.2,1.2,150,1221,265.9379948205697,265.9379948205697,0.0,36.29745697975159
single_small,80,0.8,1.2,1.2,250,1222,261.0195975968232,261.0195975968232,0.0,59.08974313735962
single_small,80,0.8,1.2,1.2,250,1223,263.9039230619894,263.9039230619894,0.0,63.04794120788574
single_small,80,0.8,1.2,1.2,250,1224,265.2564245683298,265.2564245683298,0.0,60.880311012268066
single_small,80,0.8,1.7,1.7,80,1225,271.81179825343077,271.81179825343077,0.0,18.637487173080444
single_small,80,0.8,1.7,1.7,80,1226,273.1086232980333,273.1086232980333,0.0,25.095510721206665
single_small,80,0.8,1.7,1.7,80,1227,269.2400311250051,269.2400311250051,0.0,19.164283752441406
single_small,80,0.8,1.7,1.7,150,1228,263.4100708160709,263.4100708160709,0.0,35.54018521308899
single_small,80,0.8,1.7,1.7,150,1229,268.58974115044975,268.58974115044975,0.0,35.779642820358276
single_small,80,0.8,1.7,1.7,150,1230,264.56114937652796,264.56114937652796,0.0,36.22595524787903
single_small,80,0.8,1.7,1.7,250,1231,265.33472009788926,265.33472009788926,0.0,60.065152168273926
single_small,80,0.8,1.7,1.7,250,1232,265.1869829790987,265.1869829790987,0.0,61.72743201255798
single_small,80,0.8,1.7,1.7,250,1233,264.72485394390816,264.72485394390816,0.0,59.14112687110901
single_small,80,0.8,2.2,2.2,80,1234,269.1831691243638,269.1831691243638,0.0,18.91052484512329
single_small,80,0.8,2.2,2.2,80,1235,262.74780011554736,262.74780011554736,0.0,18.822957038879395
single_small,80,0.8,2.2,2.2,80,1236,266.94706167289917,266.94706167289917,0.0,19.49155306816101
single_small,80,0.8,2.2,2.2,150,1237,265.73788255257256,265.73788255257256,0.0,35.45235013961792
single_small,80,0.8,2.2,2.2,150,1238,267.0021049095865,267.0021049095865,0.0,36.0611789226532
single_small,80,0.8,2.2,2.2,150,1239,269.35154214085435,269.35154214085435,0.0,34.499920129776
single_small,80,0.8,2.2,2.2,250,1240,267.59164270653633,267.59164270653633,0.0,59.704957008361816
single_small,80,0.8,2.2,2.2,250,1241,267.49703243616284,267.49703243616284,0.0,956.59974193573
single_small,80,0.8,2.2,2.2,250,1242,270.48671931083993,270.48671931083993,0.0,963.415454864502
single_large,20,0.3,1.2,1.2,80,1243,350.68176760342914,307.11876760342915,43.563,11.795006036758423
single_large,20,0.3,1.2,1.2,80,1244,467.41602002319945,296.68702002319947,170.72899999999998,12.1715669631958
single_large,20,0.3,1.2,1.2,80,1245,286.9309112837994,286.9309112837994,0.0,10.30024766921997
single_large,20,0.3,1.2,1.2,150,1246,592.5834372080215,291.77040673830567,300.8130304697157,34.082053899765015
single_large,20,0.3,1.2,1.2,150,1247,292.55098143217174,292.55098143217174,0.0,33.113707065582275
single_large,20,0.3,1.2,1.2,150,1248,605.6376801980118,293.6746778925317,311.96300230548013,32.84113788604736
single_large,20,0.3,1.2,1.2,250,1249,350.6560355489524,308.3670355489524,42.289,34.48736882209778
single_large,20,0.3,1.2,1.2,250,1250,292.85804246080465,292.85804246080465,0.0,52.98187279701233
single_large,20,0.3,1.2,1.2,250,1251,269.0192755474975,269.0192755474975,0.0,27.806370735168457
single_large,20,0.3,1.7,1.7,80,1252,283.2578034332913,283.2578034332913,0.0,11.366769075393677
single_large,20,0.3,1.7,1.7,80,1253,267.7593833246824,267.7593833246824,0.0,9.416347742080688
single_large,20,0.3,1.7,1.7,80,1254,288.9873053274899,287.9673053274899,1.02,9.996454000473022
single_large,20,0.3,1.7,1.7,150,1255,568.4858067278382,303.91765896625037,264.5681477615878,32.49870705604553
single_large,20,0.3,1.7,1.7,150,1256,289.2786596978707,289.2786596978707,0.0,19.577996969223022
single_large,20,0.3,1.7,1.7,150,1257,685.4657626747016,293.5005129381275,391.96524973657415,33.94873595237732
single_large,20,0.3,1.7,1.7,250,1258,514.7622490430015,289.8629096018386,224.89933944116288,57.02948975563049
single_large,20,0.3,1.7,1.7,250,1259,297.12994350282486,297.12994350282486,0.0,37.9228298664093
single_large,20,0.3,1.7,1.7,250,1260,282.43307956411405,282.43307956411405,0.0,36.197304010391235
single_large,20,0.3,2.2,2.2,80,1261,278.53456633617566,278.53456633617566,0.0,9.71586799621582
single_large,20,0.3,2.2,2.2,80,1262,311.785765788108,311.785765788108,0.0,11.266484022140503
single_large,20,0.3,2.2,2.2,80,1263,288.8037852258075,288.8037852258075,0.0,16.40251398086548
single_large,20,0.3,2.2,2.2,150,1264,576.997096243076,287.7695557260968,289.2275405169792,32.71350026130676
single_large,20,0.3,2.2,2.2,150,1265,660.8828785929197,298.0002903586087,362.8825882343111,33.58541798591614
single_large,20,0.3,2.2,2.2,150,1266,275.0369858601755,275.0369858601755,0.0,23.22586703300476
single_large,20,0.3,2.2,2.2,250,1267,589.068,316.79999999999995,272.26800000000003,52.866506814956665
